_id,geometry,ogc_fid0,fid,m_id,link_p,sector,dev_pro,pro_note,pro_dev,cap_inv_m,cap_inv,nat_pro,job_creat,sta_oper,pro_dur,land_a,dir_name,nat,eia_rep,eia_l,com_stat,par_com,com_type,reg_add,csr_prog,soc_envi,r_cdc,cdc_date,sub_n,sub_d,location,village,commune,district,pro_loc,data_c,reference,lat,long,note_co
92,0101000020887F0000024328614DAF1241BB3FDD2E6E683241,92,92,,,Infrastructure,Airport,Dara Sakor international airport,Union Development Group (UDG),350.0,"350,000,000",China,,,,,Xu Mingde,China,,,9 February 2018,,,,,,30581,,,,,,Kaoh Sdach,Kiri Sakor,Koh Kong,Other data,"Dara_Sakor_International_Airport__03.03.2021.pdf;OpenCorporates_Union_DARA_SAKOR_INTERNATIONAL_AIRPORT_INVESTMENT_CO.,LTD__05.01.2022.pdf;Union_Development_Group__10.01.2022.pdf",10.9080649,103.2261709,Commune
93,0101000020887F000065CC51A5F7131E41D91D0A4F1B793341,93,93,,,Retail / Commercial Establishments,Real estate,Condominium ,Prince Real Estate Group (Cambodia),"2,000.0","2,000,000,000",China,,,,,Chen Zhi,China,,,,,Private Limited Company,,"Prince Holding Group aims to emulate the environmental, social and governance (ESG) policies that international listed companies are adopting. To maximize its effectiveness given its resources, Prince Holding Group has chosen to focus on the three prongs of Education and Youth, Healthcare, and Community Engagement. While various Prince units have made numerous efforts, they are particularly honored to play a part in the Kingdom’s COVID-19 support and relief efforts. These include the donation of $3 million twice by our Chairman to help Cambodia purchase 1 million vaccines to combat the COVID-19 epidemic, donating 110,000 PPE (hospital gowns) to aid the government’s vaccination drive for Phnom Penh, as well as the organization of several rounds of vaccination to ensure that all 3,500+ Prince employees are protected.
More recently, the Foundation is especially pleased to launch the Chen Zhi Scholarship, an annual scholarship scheme in conjunction with Cambodia’s Ministry of Education, Youth and Sport that offers full scholarships, stipends, internship, and work opportunities to 400 Cambodian university students over a period of seven years. In total, Prince Group will provide over $2 million across seven years. We believe this is currently one of the largest private scholarships in the Kingdom and affirms our Chairman’s commitment toward education initiatives.",,,,,,,,,,Phnom Penh,Other data,Prince_Real_Estate_Group__08.07.2019.pdf;Opencorporate_Prince_real_estate_group__05.01.2022.pdf,11.544503,104.9339491,Commune
94,0101000020887F00006D02FD5B14C11D418527DFD10E923341,94,94,,,Retail / Commercial Establishments,Real estate,Leedon heights condominium,Cbre Cambodia,70.0,"70,000,000",The United States of America,,,,,James Hodge,America,,,,,Private company limited by shares,"Plot land 500, St Koh Pich, Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",,,,,,,,,,,Phnom Penh,Other data,Leedon_Heights_condominium_project__12.06.2020.pdf;CBRE_Cambodia__10.01.2022.pdf,11.6022542,104.8852747,Commune
95,0101000020887F0000EF8DD6548BB21D41955154E358BA3341,95,95,,,Tourism,Water park,Garden city water park,"L.Y.P Group Co., Ltd",44.0,"44,000,000",Cambodia,,,,,Ly Yong Phat,Cambodia,,,,,Private Limited Company,"Neang Kok, Bak Khlang, Mondol Seima, Koh Kong, 9351, Cambodia",,,,,,,,,Chraoy Chongvar,Chraoy Chongvar,Phnom Penh,Other data,"Lyp_group__00.00.2022.pdf;L.Y.P_Group_co.,Ltd_Opencorporate__06.01.2022.pdf",11.69552688,104.8767004,Project location (Google)
96,0101000020887F00003FF81BD110F61D412ED65695E1863341,96,96,,,Infrastructure,Expressway,Phnom Penh Sihanoukville expressway,China Road And Bridge Cooperation ,"2,000.0","2,000,000,000",China,,March 2019,,,Zhou Yong,China,,,2 November 2011,,Foreign Company,,,,,,,,,,,,Phnom Penh,Other data,Investment_On_PhnomPenh_Preah_Sihanouk_Expressway__23.06.2021.pdf;Opencorporate_China_Road_and_Bridge_Corporation_Cambodia__10.01.2022.pdf,11.57638889,104.9163889,Project location (Google)
97,0101000020887F00002A2B1F58DAB11D414714BE92E3B43341,97,97,,,Infrastructure,Stadium,Morodok Techo stadium,China State Construction Engineering Corporation,160.0,"160,000,000",China,,April 2017,,94,Chen Lie,China,,,,,,"4th floor, California Social House, PLOT # 175, Russian Boulevard, Commune of Tek Thla, District of Sen Sok, Phnom Penh",,,,,,,,,Prek Ta Sek,Russey Keo,Phnom Penh,Other data,"Morodok_Techo_Stadium_Investment__30.07.2021.pdf;CHINA_STATE_CONSTRUCTION_CAMBODIA_CO.,LTD_OpenCorporates__06.01.2022.pdf",11.68289,104.8763,Project location (Google)
98,0101000020887F000029C419A1B8A41D416A1081DD409D3341,98,98,,,Retail / Commercial Establishments,Real estate,Grand Phnom Penh city,"Grand Phnom Penh International City Co., Ltd",600.0,"600,000,000","Cambodia, South Korea",,2006,,,Leang Khun,Cambodia,,,,Chip Mong Group,Private Limited Company,"Grand Phnom Penh International City, Street No. 598, Khmuonh, Khmuonh, Sen Sok, Phnom Penh, Cambodia","The company sponsors students from local communities every year to ensure they learn science, technology, and engineering. They train students in our plant using teachers from the National Polytechnic Institute of Cambodia for three years. They can work with the company after their study, but they can choose to work elsewhere or stay with education for another year to get their bachelor’s. Besides, the company also provides other CSR activities such as school renovation, donation for public causes, support children in Need, relief during natural disasters, firefighting brigade, environmental-related initiatives, employee community engagement, sweeper truck, the company is also a big part to donate money on the covid19 vaccine.",,,,,,,Khmuonh,Khmuonh,Sen Sok,Phnom Penh,Other data,"Grand_Phnom_Penh_City_Investment__18.05.2020.pdf;CHIP_MONG_LAND_CO.,LTD_OpenCorporates__06.01.2022.pdf;GRAND_PHNOM_PENH_INTERNATIONAL_CITY_CO.,LTD_OpenCorporates__06.01.2022.pdf",11.6281665,104.8686143,Commune
99,0101000020887F0000CC9C90BD8F361E418D7422416F733341,99,99,,,Retail / Commercial Establishments,Shopping mall,PH eco mall,"Borey Peng Huoth Group Co., Ltd.",200.0,"200,000,000",Cambodia,,2017,,,"Bunpeng Hieang, Chea Huoth Thay",Cambodia,,,,,Private Limited Company,"Building No. 9, 1st Floor, Room 02, Euroville Blvd, Boeung Chhuk, Nirot, Chbar Ampov, Phnom Penh, Cambodia",,,,,,,,Boeung Chhuk,Nirot,Chbar Ampov,Phnom Penh,Other data,"Borey_Peng_Huoth_Group_second_mega_mall__28.12.2017.pdf;Opencorporate_Borey_Peng_Huoth_Group_Co.,LTD__10.01.2022.pdf",11.531375,104.9542562,Project location (Google)
100,0101000020887F00007E83940BDE051E410E65AF1E3C873341,100,100,,,Infrastructure,Drainage,Phnom Penh sewer system,"Kubota Construction Co., Ltd.",21.7,"21,700,000",Japan,,,,,Kazuhito Sato,Japan,,,,,Foreign Company,,,,,,,,,,,,Phnom Penh,Other data,"Sewer_System_Development_Project_in_PhnomPenh__06.05.2021.pdf;Opencorporate_KUBOTA_Construction_co.,ltd_Cambodia__10.01.2022.pdf",11.5772102,104.9256645,Commune
101,0101000020887F00007B79F7EEA50A1E417FE0A00F65683341,101,101,,,Retail / Commercial Establishments,Shopping mall,PH diamond place,Borey Peng Huoth Group,60.0,"60,000,000",Cambodia,,2018,,,"Bunpeng Hieang, Chea Huoth Thay",Cambodia,,,,,Private Limited Company,"Building No. 9, 1st Floor, Room 02, Euroville Blvd, Boeung Chhuk, Nirot, Chbar Ampov, Phnom Penh, Cambodia",,,,,,,Phnom Penh,Beong Chhuk,Nirot,Chbar Ampov,Phnom Penh,Other data,"Borey_Peng_Huoth_PH_Diamond_Place_Investment__24.03.2018.pdf;Opencorporate_Borey_Peng_Huoth_Group_Co.,LTD__10.01.2022.pdf",11.5058106,104.928489,Commune
102,0101000020887F0000E4B09F7BB0151E4162F0862ECC7E3341,102,102,,,Retail / Commercial Establishments,Real estate,Thai Boon Rong twin tower,"Thai Boon Roong Twin Tower World Trade Center Co., Ltd.","3,000.0","3,000,000,000","Cambodia, China",,2017,,,"Khov MENGNGY, Khov Sambath, Peng YIXING",Cambodia,,,,,Private Limited Company,"No. 294, Mao Tse Toung Blvd, Phum 4, Tumnob Tuek, Chamkar Mon, Phnom Penh, 12306, Cambodia",,,,,,,Phnom Penh,,Chakto Mukh,Doun Penh,Phnom Penh,Other data,"Thai_Boon_Roong_tower_Investment__11.06.2019.pdf;THAI_BOON_ROONG_TWIN_TOWER_WORLD_TRADE_CENTER_CO.,LTD_OpenCorporates__06.01.2022.pdf",11.5576787,104.9349568,Commune
103,0101000020887F00007060625A2185144184805ED343F13141,103,103,,,Energy,Factory,Black oil power plant project,"Schneitec Alternative Co., Ltd",8.5,"8,500,000",,46,,,,,,,,,,,,,,,,,,,Phum Bei,Number 3,Preah Sihanouk,Preah Sihanouk,Other data,CDC_$63.5millions__26.08.2021.pdf,10.6337256,103.5025835,Village
104,0101000020887F000083D53507A5B6184176E29C6264CD3341,104,104,,,Energy,Factory,Biochemical plant project,"Xin Chenhui (Cambodia) Chemical Industry Co., Ltd",9.1,"9,100,000",,72,,,,,,,,,,,,,,,,,,,Dambang Vinh,Sangkae Satob,Aoral,Kampong Speu,Other data,CDC_$63.5millions__26.08.2021.pdf,11.73831276,104.1273058,Village
105,0101000020887F00003BCB87177B771D412E6B14B7421F3341,105,105,,,Agro-industry,Livestock,"Animal farm project (chicken, duck, pig ...)","Soma Farm (Cambodia) Co., Ltd",11.0,"11,000,000",,92,,,,Cham Krasna,Cambodia,,,,,,,,,,,,,,Thnal Teaksen,Kraing Thnong,Bati,Takeo,Other data,CDC_$63.5millions__26.08.2021.pdf;Soma_Farm__19.01.2021.pdf,11.33645699,104.8422149,Village
106,0101000020887F0000BB39D8D65033194157A3A374FFA53341,106,106,,,Agro-industry,Factory,"Fruit processing factory project (mango, pineapple,longan, cashews)","Cambodian Xing Can Shi Pin Co., Ltd.",11.2,"11,200,000",,154,,,,,,,,,,,,,,,,,,,Tang Sroeng,Sangkae Satob,Aoral,Kampong Speu,Other data,CDC_$63.5millions__26.08.2021.pdf,11.64733201,104.2007859,Village
107,0101000020887F0000A6CFE3598B931C41F553127290BB3341,107,107,,,Industrial development,Factory,Steel processing plant project,"Cambodian A1 Steel Industry Co., Ltd",15.9,"15,900,000",,374,,,,,,,,,,,,,,,,,,,Sdok Lpov,Ksem Ksan,Oudongk,Kampong Speu,Other data,CDC_$63.5millions__26.08.2021.pdf,11.69822245,104.7081536,Village
108,0101000020887F000054FBCA9E9EFF1C417BCF07294EF03241,108,108,,,Industrial development,Factory,Garment factory project,"Kicyn (Cambodia) Co., Ltd.",6.7,"6,700,000",,"2,947",,,,,,,,,,,,,,,,,,,Trapeang Krasang,Trapeang Krasang,Bati,Takeo,Secondary data,CDC_Approve_Three_Factory_Investments_15millions__30.08.2021.pdf,11.2277,104.772,Commune
109,0101000020887F000089A9BF481E471F417CA4F4A0F4613341,109,109,,,Industrial development,Factory,Garment factory project,"Flourish Garment (Cambodia) Co., Ltd",5.0,"5,000,000",,"1,414",,,,,,,,,,,,,,,,,,,Sdau Kanleng,Dei Edth,Kien Svay,Kandal,Secondary data,CDC_FLOURISH_GARMENT__08.10.2021.pdf,11.49088908,105.1142093,Village
110,0101000020887F00004707C5367F101D41B7738593D76F3341,110,110,,,Industrial development,Factory,Garment factory project,"Sunicorn (Cambodia) Apparal Co., Ltd",5.3,"5,300,000",,"2,944",,,,,,,,,,,,,,,,,,,Kamboul Market,Kamboul,Kamboul,Phnom Penh,Secondary data,CDC_FLOURISH_GARMENT__08.10.2021.pdf,11.52297937,104.7816703,Commune
111,0101000020887F0000DC4D27E2010B1D417CBA814E2A663341,111,111,,,Energy,Factory,Assemble solar panels factory and components project,Solar Long Pv-Tech (Cambodia),30.0,"30,000,000",,500,,,,,,,,,,,,,,,,,,,,,,Phnom Penh,Secondary data,CDC_Two_Licenses_33M__01.10.2021.pdf,11.50057343,104.778466,Project location (Google)
112,0101000020887F0000AC0157CCEA831E41BC02C2F291363341,112,112,,,Industrial development,Factory,Garment factory project,"WTX Leading Fashion Co., Ltd",7.0,"7,000,000",,"1,061",,,,Shen Kelvin,Taiwan,,,,,,,,,,,,,"Land plot No. 0994, National Road 21, Prek Khsev Village, Sangkat Roka Khpos, Takhmao City, Kandal Province",Prek Khsev,Roka Khpos,Ta Khmau,Kandal ,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.39046552,104.9996581,Project location (Google)
113,0101000020887F000066E809B7F13217419F5A73D7AFB63241,113,113,,,Agro-industry,Factory,Fruit processing factory and packaging materials project,"Hun Ty Real Estate Co., Ltd",17.2,"17,200,000",The United States of America,430,,,,Wang Antony,The United States of America,,,,,,,,,,,,,"Veal Village, Kampong Seila Commune, Kampong Seila District, Preah Sihanouk Province",Veal,Kampong Seila,Kampong Seila,Preah Sihanouk,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf;Hun_Ty__20.01.2021.pdf,11.09238753,103.9021053,Commune
114,0101000020887F00007BADF83B17931B41937B7DD8CD1C3741,114,114,,,Industrial development,Factory,Pure drinking water plant project,"Kulara Water Co., Ltd",5.6,"5,600,000",France,107,,,,"Anouchka Bee Forey, Forey Fernand Louis Frederic Bernard, Marcille Marie Rene Jacques",France,,,,,,,,,,,,,"Srayang Tbong Village, Srayang Commune, Kulen District, Preah Vihear Province",Srayang Tboung,Srayang,Kuleaen,Preah Vihear,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf;Kulara_opencorporate__21.01.2021.pdf,13.7009874,104.5540717,Village
115,0101000020887F00005A36F0502BC81C414A72259B2B5D3341,115,115,,,Industrial development,Factory,"Production factory on all kinds of airbags, kayaks and related equipments","Sun Pleasure (Cambodia) Co., Ltd",9.0,"9,000,000",,640,,,,,,,,,,,,,,,,,,"Prey Khla Village, Kraing Makak Commune, Ang Snoul District, Kandal Province.",Prey Khla,Kraing Makak,Ang Snoul,Kandal,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.47971623,104.739261,Village
116,0101000020887F0000CF70F954F3E61C41E99781B22F263341,116,116,,,Industrial development,Factory,Garment factory project,"Hengwin (Cambodia) Garment Co., Ltd",5.4,"5,400,000",,"1,648",,,,,China,,,,,,,,,,,,,"Krang Koam Village, Tbeng Commune, Kandal Steung District, Kandal Province",Krang Koam,Tbaeng,Kandal Stueng,Kandal,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.35243389,104.7574319,Village
117,0101000020887F0000BF6BC828C4C91A41BA58B68F2C6D3341,117,117,,,Industrial development,Factory,Garment factory project,"Cathaya Industry (Cambodia) Co., Ltd",5.5,"5,500,000",,"1,647",,,,,China,,,,,,,,,,,,,"National Road No. 44, Santepheap Village, Tang Krouch Commune, Samrong Tong District, Kampong Speu Province",Santepheap,Tang Krouch,Samrong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.51634488,104.4396841,Village
118,0101000020887F0000AD65874947C41E4104157C4BD5B83341,118,118,,,Industrial development,Factory,Garment factory project,"Smart Tex Garment (Cambodia) Co., Ltd",6.4,"6,400,000",,"3,380",,,,,,,,,,,,,,,,,,"Prey Chas Village, Vihear Suork Commune, Khsach Kandal District, Kandal Province",Prey Chas,Vihear Suork ,Khsach Kandal, Kandal,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.69204571,105.0374544,Project location (Google)
119,0101000020887F00003FF81BD110F61D412ED65695E1863341,119,119,,,Energy,Transmission line,Construction of 500 kV transmission line from Phnom Penh to Cambodia-Laos border,"Schneitec Northern Co., Ltd",330.0,"330,000,000",,140,,,,,,,,,,,,,,,,,,From Phnom Penh to the Cambodia-Laos border,,,,Phnom Penh,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.57638889,104.9163889,Province
120,0101000020887F0000468B80B975981241D870687E16193641,120,120,,,Energy,Transmission line,Construction of 500 kV transmission line from Battambang to Cambodia-Thailand border,"Schneitec Western Co., Ltd",110.0,"110,000,000",,77,,,,Heng Socheat,Cambodia,,,,,,,,,,,,,From Battambang to the Cambodian-Thai border,,,,Battambang,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf;Schneitec_Western__21.01.2021.pdf,13.09388889,103.1983333,Province
121,0101000020887F00007249AB5FC2971541D7DF7BC7BADD3241,121,121,,,Industrial development,Factory,"Machinery, trailers and all kinds of heavy trucks","EM Automobile Co., Ltd",16.3,"16,300,000",,515,,,,,,,,,,,,,,,,,,"National Road No. 48, Chhuk Village, Chi kha Leu Commune, Srae AmbelDistrict, Koh Kong Province",Chhuk,Chi kha Leu,Srae Ambel,Koh Kong,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,11.1817826,103.6607814,Village
122,0101000020887F0000B22369C7F8EF1841A18477C850233541,122,122,,,Industrial development,Factory,Car assembly project (mainly assemble ford rangers and ford everests),"R M A Automotive (Cambodia) Co., Ltd",21.0,"21,000,000",,441,,,,"Chirstopher Gowen Manley, Ngorn Saing, Kevin Robert Whitcraft, Thomas Arthur Whitcraft, Vichit Ith","The United States of America, United Kingdom, Cambodia",,,,,,,,,,,,,"National Road No. 5, Sarovoan Village, Sna Ansa Commune, Krakor District, Pursat Province",Sarovoan,Sna Ansa,Krakor,Pursat,Secondary data,webpage_capture_CDC__12.11.2021.pdf;Budget_economics_newsletter__00.12.2021.pdf;Fourteen_new_investment_projects__12.11.2021.pdf;RMA__20.01.2021.pdf;14_factories_investment_projects__08.12.2021.pdf,12.52990955,104.1584935,Village
123,0101000020887F0000C1EAA92DA8EC1D415D9C19AA0E873341,123,123,,,Retail / Commercial Establishments,Real estate,Mall construction,"Khalandale Co., Ltd",10.0,"10,000,000",,668,,,,Ly Seanghong,Cambodia,,,,,,,,,,,,,"land number Mx04 (CBD6) Boeung Kok, Village 1, Sangkat Sra Jok, Khan Doun Penh, Phnom Penh",1,Srah Chak,Doun Penh,Phnom Penh,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf;Khalandale__20.01.2021.pdf,11.57679494,104.9108657,Project location (Google)
124,0101000020887F0000F5BDD9922F6D1C4174B98FD4F5D03241,124,124,,,Industrial development,Factory,"Assembly factory, lamp and electric equipment","Meko Intelligent (Cambodia) Co., Ltd",32.0,"32,000,000",,"1,828",,,,,,,,,,,,,,,,,,"Veas Pou Village, Khvav Commune, Samraong District, Takeo Province",Veas Pou,Khvav,Samraong,Takeo,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf,11.15505189,104.686225,Village
125,0101000020887F0000DC43F3B7F53F1741E0E91E2726F33141,125,125,,,Industrial development,Factory,Pet consumer products factory,"Cambodian Paw Shield Co., Ltd",5.5,"5,500,000",,495,,,,,,,,,,,,,,,,,,"Building # I-4A-12, Preaek Sangkae Village, Tuek Thla Commune, Prey Nob District, Preah Sihanouk Province",Preaek Sangkae,Tuek Thla,Prey Nob,Preah Sihanouk,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf,10.63977157,103.9113731,Village
126,0101000020887F000019F0249442701E411C13287DDE713341,126,126,,,Industrial development,Factory,Steam and hot air plant to supply beer and beverage factory,"B.E.C.I.S (Cambodia) Co., Ltd",6.7,"6,700,000",,82,,,,,,,,,,,,,,,,,,"Boangkanh Village, Sangkat Preaek Aeng, Khan Chbar Ampov, Phnom Penh",Roboah Angkanh,Preaek Aeng,Chbar Ampov,Phnom Penh,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf,11.52775396,104.9881209,Commune
127,0101000020887F0000E3073C80DDD21A4175177A3312883341,127,127,,,Industrial development,Factory,Garment factory establishment,"X.Y.H (Cambodia) Garment Co., Ltd",5.4,"5,400,000",,"2,789",,,,,,,,,,,,,,,,,,"Santepheap Village, Taing Krouch Commune, Samraong Tong District, Kampong Speu Province",Santepheap,Taing Krouch,Samraong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf,11.57862365,104.4449015,Village
128,0101000020887F000075FD9D22A8781D41A70FAB3C117E3341,128,128,,,Industrial development,Factory,ISUZU assembly plant,"K (Cambodia) Co., Ltd",7.3,"7,300,000",,166,,,,"Huy Chea, Kiasrithanakorn Ben, Kiasrithanakorn Khanchai","Cambodia, Myanmar",,,,,,,,,,,,,"Sangkruoh Cheat Village, Trapeang Kong Commune, Samraong Tong District, Kampong Speu Province.",Sangkruoh Cheat,Trapeang Kong,Samraong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__17.02.2022.pdf;CDC_approves_six_new_investment__17.02.2022.pdf,11.55595272,104.8427835,Project location (Google)
129,0101000020887F0000F6AB3531DD3B1C41D165849D41633341,129,129,,,Industrial development,Factory,Garment factory establishment,"Red Mars Garment (Cambodia) Co., Ltd",5.7,"5,700,000",,"1,648",,,,,,,,,,,,,,,,,,"Rumduol Village, Trapeang Kong Commune, Samrong Tong District, Kampong Speu Province",Rumduol,Trapeang Kong,Samrong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__17.03.2022.pdf,11.493721,104.656912,Village
130,0101000020887F000085A935854B521C41259F64B694D73241,130,130,,,Industrial development,Factory,Garment factory establishment,"Xin Hongrui (Cambodia) Garment Co., Ltd",5.0,"5,000,000",,"1,847",,,,,,,,,,,,,,,,,,"Trapeang Khyang Village, Toul Ampil Commune, Basedth District, Kampong Speu Province",Trapeang Khyang,Toul Ampil ,Basedth,Kampong Speu,Secondary data,Webpage_capture_CDC__06.01.2022.pdf,11.17036309,104.6704458,Commune
131,0101000020887F00006D9ACB0FC9421C41E4E5AD4D53DD3341,131,131,,,Industrial development,Factory,"Processing and packaging meat (chicken, duck, pig, beef) and food production","TMH Poultry Co., Ltd",5.7,"5,700,000",,226,,,,,,,,,,,,,,,,,,"Prey Chrap Lech Village, Veal Pong Commune, Oudong District, Kampong Speu Province",Prey Chrap Lech, Veal Pong,Oudong,Kampong Speu,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf,11.77633103,104.6606314,Commune
132,0101000020887F00005E0852D29BA91E416A7AC7E757A73341,132,132,,,Energy,Solar farm,Assembly solar panels,"Academic Solar Energy MFG Co., Ltd",8.2,"8,200,000",,265,,,,,,,,,,,,,,,,,,"Sanlung Village, Sanlung Commune, Khsach Kandal District, Kandal Province",Sanlung,Sanlung, Khsach Kandal, Kandal,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf,11.65155563,105.0217892,Project location (Google)
133,0101000020887F00009AF3FB11FDC21741C3E7A46464EB3741,133,133,,,Agro-industry,Agriculture,Agricultural investment project for banana and fruit crops,"Longfuiter Anlong Veng Oddor Meanchey Agriculture Park Co., Ltd",51.0,"51,000,000",,"1,867",,,,,,,,,,,,,,,,,,"Lumtong Chas Village, Lumtong Commune, Anlong Veaeng District, Oddar Meanchey Province",Lumtong Chas,Lumtong, Anlong Veaeng,Oddar Meanchey,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf,14.17739724,103.9742736,Village
134,0101000020887F0000E6E868163BFF1D412839AAD7BE793341,134,134,,,Retail / Commercial Establishments,Real estate,Five-star hotel construction and business,"K.B.X Investment Co., Ltd",129.0,"129,000,000",,737,,,,,,,,,,,,,,,,,,"Monivong Blvd, Sangkat Boeng Keng Kang III, Khan Boeng Keng Kang, Phnom Penh.",,Boeng Keng Kang III,Boeng Keng Kang,Phnom Penh,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf;Kbx__21.01.2021.pdf,11.54597892,104.9217774,Project location (Google)
135,0101000020887F00009E2B020BED421441EB6749E27F0F3441,135,135,,,Energy,Hydropower dam,150 MW Stung Tatai hydropower development investment,"Cambodian Upper Tatay Hydropower Co., Ltd",389.0,"389,000,000",,"1,580",,,,,,,,,,,,,,,,,,"Thma Bang and Koh Kong Districts, Koh Kong Province",,,Thma Bang,Koh Kong,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf,11.8884774,103.4571862,Commune
136,0101000020887F00007D2273B5E3C917414B310E13A5D73141,136,136,,,Industrial development,Port,Logistic center and multi-purpose port investment,Kampot Logistics and Port Company Limited,"1,300.0","1,300,000,000",,590,,,,,,,,,,,,,,,,,,"Changhaon Village, Sangkat Prek Tnaot, Bokor City, Kampot Province",Changhaon, Prek Tnaot,Bokor,Kampot,Secondary data,webpage_capture_CDC__17.01.2022.pdf;Ten_investment_projects_$1.9billion_receive__18.01.2022.pdf,10.57637,103.992277,Project location (Google)
137,0101000020887F00008C3A5BAD455017417001C42A02EA3141,137,137,,,Industrial development,Factory,Micro silica & silica powder factory,"YH Fine Materials Co., Ltd",18.6,"18,600,000",,208,,,,,,,,,,,,,,,,,,"Preaek Pras Village, Tuek Thla Commune, Prey Nob District, Preah Sihanouk Province",Preaek Pras,Tuek Thla,Prey Nob,Preah Sihanouk,Secondary data,webpage_capture_CDC__14.01.2022.pdf,10.61864497,103.9209908,Village
138,0101000020887F00005779884687E01C41E5172F8FB3793341,138,138,,,Industrial development,Factory,Garment factory establishment,"Como Apparel Co., Ltd",14.7,"14,700,000",,"2,947",,,,,,,,,,,,,,,,,,"Ampil Village, Sangkat Kamboul, Khan Kamboul, Phnom Penh",Ampil,Kamboul,Kamboul,Phnom Penh,Secondary data,webpage_capture_CDC__12.01.2022.pdf;Cambodia_approves_nine_new_investment_projects__13.01.2022.pdf,11.54578276,104.7534977,Village
139,0101000020887F00003B34BFEAC4041C419A0900DCBF5E3341,139,139,,,Industrial development,Factory,All kinds of bags and suitcases factory,"Leona (Cambodia) Co., Ltd",5.8,"5,800,000",,"1,530",,,,,,,,,,,,,,,,,,"Keo Udom Village, Trapeang Kong Commune, Samraong Tong District, Kampong Speu Province",Keo Udom,Trapeang Kong,Samraong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__12.01.2022.pdf;Cambodia_approves_nine_new_investment_projects__13.01.2022.pdf,11.48324715,104.6245944,Village
